URL,Title,Content Guidance,Suggested Title,State,Assignment,Jira Epic 
https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/vacation-cabin/,MDWFP - Vacation Cabin,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/amenities/,MDWFP - Amenities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/cottages/,MDWFP - Cottages,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lincoln/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/,MDWFP - Lake Lowndes,Significant consolidation and re-org of the park pages. See design guidance and content script. ,Lake Lowndes State Park,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/vacation-cabins/,MDWFP - Vacation Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/vacation-cottages/,MDWFP - Vacation Cottages,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/amenities/,MDWFP - Amenities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/tent-camping/,MDWFP - Tent Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/lake-lowndes/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/clarkco/,MDWFP - Clarkco,Significant consolidation and re-org of the park pages. See design guidance and content script. ,Clarkco State Park ,,,
https://www.mdwfp.com/parks-destinations/state-parks/clarkco/tent-camping/,MDWFP - Tent Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/clarkco/developed-camping/,MDWFP - Developed Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/clarkco/facilities/,MDWFP - Facilities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/clarkco/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/clarkco/vacation-cottage/,MDWFP - Vacation Cottage,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/clarkco/vacation-cabins/,MDWFP - Vacation Cabins,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/clarkco/water-activities/,MDWFP - Water Activities,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/,MDWFP - Paul B. Johnson,Significant consolidation and re-org of the park pages. See design guidance and content script. ,Paul B. Johnson State Park ,,,
https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/cabins-and-cottages/,MDWFP - Cabins and Cottages,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/disc-golf/,MDWFP - Disc Golf,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/cabin-photos/,MDWFP - Cabin Photos,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/group-camp/,MDWFP - Group Camp,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/visitor-center/,MDWFP - Visitor Center,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/camping/,MDWFP - Camping,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/day-use-area/,MDWFP - Day Use Area,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/fishing-and-boating/,MDWFP - Fishing and Boating,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/paul-b-johnson/splash-pad/,MDWFP - Splash Pad,Significant consolidation and re-org of the park pages. See design guidance and content script. ,,,,
https://www.mdwfp.com/parks-destinations/state-parks/natchez,MDWFP - Natchez,Significant consolidation and re-org of the park pages. See design guidance and content script. ,Natchez State Park ,,,
https://www.mdwfp.com/parks-destinations/calendar/,MDWFP - Calendar,Pending Events discussion with MDWFP. ,,,,
https://www.mdwfp.com/parks-destinations/calendar/hugh-white-spooky-tricks-and-treats-2023/,MDWFP - Hugh White Spooky Tricks and Treats 2023,Pending Events discussion with MDWFP. ,Hugh White State Park Spooky Tricks and Treats 2023,,,
https://www.mdwfp.com/parks-destinations/calendar/hunters-special-2022-23/,MDWFP - Hunter's Special 2022-23,Pending Events discussion with MDWFP. ,,,,
https://www.mdwfp.com/parks-destinations/park-project/,MDWFP - Park Project,Serves as a good intro but could benefit from more content; should be consolidated with 228 and 229 so that we have a single 'one-stop shop' for information about 22 and 23 park projects. ,Park Projects ,,,
https://www.mdwfp.com/parks-destinations/park-project/fy2023/,MDWFP - FY2023,Consolidate with 227,Fiscal Year 2023,,,
https://www.mdwfp.com/parks-destinations/park-project/fy2022/,MDWFP - FY2022,Consolidate with 227,Fiscal Year 2022,,,
https://www.mdwfp.com/parks-destinations/golf/,MDWFP - Golf,"Generally good page. Advise NOT starting with the video, but moving that down on the page. Intro content is already available on the page, which is good.  Use image cards or other graphic / visual interest for the CTAs to each golf course. ",Mississippi's State Golf Courses,,,
https://www.mdwfp.com/parks-destinations/golf/quail-hollow/,MDWFP - Quail Hollow,TBD - may become its own unique location content type. ,Quail Hollow Golf Course,,,
https://www.mdwfp.com/parks-destinations/golf/mallard-pointe/,MDWFP - Mallard Pointe,TBD - may become its own unique location content type. Currently this page is difficult to reach - is it accessible in the UI at all? The Mallard Point link on the golf intro page takes you to an external site. ,Mallard Pointe Golf Course,,,
https://www.mdwfp.com/parks-destinations/golf/mallard-pointe/mallard-pointe-course-rules/,MDWFP - Mallard Pointe Course Rules,"Assuming Mallard Pointe content is retained, consolidate with 232. ",Mallard Pointe Golf Course Rules,,,
https://www.mdwfp.com/parks-destinations/golf/the-dogwoods/,MDWFP - The Dogwoods,,The Dogwoods Golf Course,,,
https://www.mdwfp.com/parks-destinations/golf/the-dogwoods/the-dogwoods-course-rules/,MDWFP - The Dogwoods Course Rules,Consolidate with 234,The Dogwoods Golf Course Rules,,,
https://www.mdwfp.com/parks-destinations/photo-albums/quail-hollow-golf-course/,MDWFP - Quail Hollow Golf Course,Consolidate with 231 - place images in a carousel. ,Photo Album ,,,
https://www.mdwfp.com/parks-destinations/photo-albums/the-dogwoods-golf-course/,MDWFP - The Dogwoods Golf Course,Consolidate with 234 - place all images in a carousel. ,Photo Album ,,,
https://www.mdwfp.com/license/,MDWFP - License,,,,,
https://www.mdwfp.com/license/fishing/,MDWFP - Fishing,,Fishing License ,,,
https://www.mdwfp.com/license/apprentice-license/,MDWFP - Apprentice License,,,,,
https://www.mdwfp.com/license/youth-exempt/,MDWFP - Youth Exempt,,,,,
https://www.mdwfp.com/license/wma-check-in-app/,MDWFP - WMA Check-In App,,Wildlife Management Areas Check-In App ,,,
https://www.mdwfp.com/license/boating/,MDWFP - Boating,,,,,
https://www.mdwfp.com/license/disabled-exempt-license/,MDWFP - Disabled Exempt License,,,,,
https://www.mdwfp.com/license/wildlife-permits/,MDWFP - Wildlife Permits,,,,,
https://www.mdwfp.com/license/senior-exempt/,MDWFP - Senior Exempt,,Resident Senior Exempt License,,,
https://www.mdwfp.com/license/hunting/,MDWFP - Hunting,,Hunting License,,,
https://www.mdwfp.com/license/wildlife-car-tags/,MDWFP - Wildlife Car Tags,,,,,
https://www.mdwfp.com/license/lifetime-license/,MDWFP - Lifetime License,,Mississippi Lifetime License Information,,,
https://www.mdwfp.com/license/gifts/,MDWFP - Gifts,,,,,
https://www.mdwfp.com/license/mdwfp-app/,MDWFP - MDWFP App,,,,,
https://www.mdwfp.com/license/mdwfp-mobile-apps/,MDWFP - MDWFP Mobile Apps,,,,,
https://www.mdwfp.com/license/mdwfp-mobile-apps/ms-state-parks-app/,MDWFP - MS State Parks App,,,,,
https://www.mdwfp.com/license/license-packages/,MDWFP - License Packages,,,,,
https://www.mdwfp.com/license/faq/,MDWFP - FAQ,,Frequently Asked Questions ,,,
https://www.mdwfp.com/fishing-boating/,MDWFP - Fishing & Boating,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/,MDWFP - Public Waters Program,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/reciprocal-agreements/,MDWFP - Reciprocal Agreements,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/reciprocal-agreements/tennessee-reciprocal-agreement/,MDWFP - Tennessee Reciprocal Agreement,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/reciprocal-agreements/alabama-reciprocal-agreement/,MDWFP - Alabama Reciprocal Agreement,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/reciprocal-agreements/louisiana-reciprocal-agreement/,MDWFP - Louisiana Reciprocal Agreement,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/reciprocal-agreements/arkansas-reciprocal-agreement/,MDWFP - Arkansas Reciprocal Agreement,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/south-west-region/,MDWFP - South West Region,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/north-east-region/,MDWFP - North East Region,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/delta-region/,MDWFP - Delta Region,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/north-west-region/,MDWFP - North West Region,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/scenic-streams-program/,MDWFP - Scenic Streams Program,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/scenic-streams-program/scenic-streams-program-faqs/,MDWFP - Scenic Streams Program FAQ's,,Scenic Streams Program Frequently Asked Questions ,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/coastal-region/,MDWFP - Coastal Region,,,,,
https://www.mdwfp.com/fishing-boating/public-waters-program/central-region/,MDWFP - Central Region,,,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/,MDWFP - State Park Lakes,,Mississippi State Park Lakes,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/great-river-road/,MDWFP - Great River Road,,Great River Road State Park Lake,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/tombigbee/,MDWFP - Tombigbee,,Tombigbee State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/wall-doxey/,MDWFP - Wall Doxey,, Wall Doxey State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/trace/,MDWFP - Trace,,Trace State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/tishomingo/,MDWFP - Tishomingo,,Tishomingo State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/lake-lowndes/,MDWFP - Lake Lowndes,,,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/golden-memorial/,MDWFP - Golden Memorial,, Golden Memorial State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/percy-quin/,MDWFP - Percy Quin,,Percy Quin State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/clarko/,MDWFP - Clarko,,Clarko State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/leroy-percy/,MDWFP - Leroy Percy,,Leroy Percy State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/roosevelt/,MDWFP - Roosevelt,,Roosevelt State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/paul-b-johnson/,MDWFP - Paul B. Johnson,,Paul B. Johnson State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/legion/,MDWFP - Legion,,Legion State Park Lake Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/lincoln/,MDWFP - Lincoln,,Lincoln State Park Lake Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/lefleurs-bluff/,MDWFP - LeFleur's Bluff,,LeFleur's Bluff State Park Lake ,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/starpier-fishing-bank-fishing-closedstar-natchez/,MDWFP - *Pier Fishing & Bank Fishing Closed* - Natchez,,*Pier Fishing & Bank Fishing Closed* - Natchez State Park Lake,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/starstarcurrently-closed-for-renovationstarstar-holmes-county-odum/,MDWFP - **Currently CLOSED for renovation** Holmes County - Odum,,**Currently CLOSED for renovation** Holmes County - Odum State Park Lake,,,
https://www.mdwfp.com/fishing-boating/state-park-lakes/starstarcurrently-closed-for-renovationstarstar-holmes-county-english/,MDWFP - **Currently CLOSED for renovation** Holmes County - English,,**Currently CLOSED for renovation** Holmes County - English State Park Lake,,,
https://www.mdwfp.com/fishing-boating/lake-depth-maps/,MDWFP - Lake Depth Maps,,,,,
https://www.mdwfp.com/fishing-boating/environmental-program/,MDWFP - Environmental Program,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/,MDWFP - Community Assistance,,Community Fishing Assistance Program,,,
https://www.mdwfp.com/fishing-boating/community-assistance/cap-lakes-map/,MDWFP - CAP Lakes Map,,MDWFP Community Fish Assistance Program Lakes,,,
https://www.mdwfp.com/fishing-boating/community-assistance/mcmillan-park/,MDWFP - McMillan Park,,MDWFP - McMillan Park Pond ,,,
https://www.mdwfp.com/fishing-boating/community-assistance/willow-lake/,MDWFP - Willow Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/florewood-river-plantation-lake/,MDWFP - Florewood River Plantation Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/chateau-lake/,MDWFP - Chateau Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/whites-creek-lake/,MDWFP - White's Creek Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/olive-branch-city-park-ponds/,MDWFP - Olive Branch City Park Ponds,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/whitehead-lake/,MDWFP - Whitehead Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/poplar-springs-lake/,MDWFP - Poplar Springs Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/duncan-lake/,MDWFP - Duncan Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/bear-pen-park-lake/,MDWFP - Bear Pen Park Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/mcalpine-lake/,MDWFP - McAlpine Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/ballard-park/,MDWFP - Ballard Park,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/lake-dockery/,MDWFP - Lake Dockery,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/forrest-county-lake/,MDWFP - Forrest County Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/lake-patsy/,MDWFP - Lake Patsy,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/coahoma-county-lake/,MDWFP - Coahoma County Lake,,,,,
https://www.mdwfp.com/fishing-boating/community-assistance/brookhaven-fishing-pond/,MDWFP - Brookhaven Fishing Pond,,Brookhaven Fishing Pond - Brookhaven,,,
https://www.mdwfp.com/fishing-boating/community-assistance/lees-summit/,MDWFP - Lee's Summit,,Lee's Summit Park Lake - Hernando,,,
https://www.mdwfp.com/fishing-boating/fish-hatcheries/,MDWFP - Fish Hatcheries,,,,,
https://www.mdwfp.com/fishing-boating/fish-hatcheries/turcotte/,MDWFP - Turcotte,,Turcotte Hatchery,,,
https://www.mdwfp.com/fishing-boating/fish-hatcheries/north-mississippi/,MDWFP - North Mississippi,,Bob Tyler Fish Hatchery,,,
https://www.mdwfp.com/fishing-boating/education-outreach/,MDWFP - Education & Outreach,,Fishing Education & Outreach,,,
https://www.mdwfp.com/fishing-boating/education-outreach/fishing-rodeo/,MDWFP - Fishing Rodeo,,Youth Fishing Rodeos,,,
https://www.mdwfp.com/fishing-boating/education-outreach/record-fish-applications/,MDWFP - Record Fish Applications,,,,,
https://www.mdwfp.com/fishing-boating/education-outreach/ms-fish-scores/,MDWFP - MS Fish Scores,,Mississippi Sport Fishing Index (MSFish),,,
https://www.mdwfp.com/fishing-boating/education-outreach/record-fish-applications.aspx,MDWFP - Record Fish Applications,,,,,
https://www.mdwfp.com/fishing-boating/ramps-piers/,MDWFP - Ramps & Piers,,MDWFP Ramps & Piers Program,,,
https://www.mdwfp.com/fishing-boating/ramps-piers/mdwfp-boating-access-grant-program/,MDWFP - MDWFP Boating Access Grant Program,,,,,
https://www.mdwfp.com/fishing-boating/pond-assistance-program/,MDWFP - Pond Assistance Program,,,,,
https://www.mdwfp.com/fishing-boating/pond-assistance-program/technical-assistance/,MDWFP - Technical Assistance,,Pond Management Contacts,,,
https://www.mdwfp.com/fishing-boating/pond-assistance-program/plant-identification-control/,MDWFP - Plant Identification & Control,,,,,
https://www.mdwfp.com/fishing-boating/pond-assistance-program/small-bass-issues/,MDWFP - Small Bass Issues,,,,,
https://www.mdwfp.com/fishing-boating/pond-assistance-program/liming-fertilization/,MDWFP - Liming & Fertilization,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/,MDWFP - Public Water Body Regulations,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/florewood-river-plantation-lake.aspx,MDWFP - Florewood River Plantation Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/eagle-lake/,MDWFP - Eagle Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/brookhaven-fishing-pond/,MDWFP - Brookhaven Fishing Pond,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/whites-creek-lake/,MDWFP - White's Creek Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lees-summit-park-lake/,MDWFP - Lee's Summit Park Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/malmaison-wma-lakes/,MDWFP - Malmaison WMA Lakes,,Malmaison Wildlife Management Area,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/tippah-county-lake/,MDWFP - Tippah County Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/elvis-presley-lake/,MDWFP - Elvis Presley Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-claude-bennett/,MDWFP - Lake Claude Bennett,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/okatibbee-reservoir-spillway/,MDWFP - Okatibbee Reservoir spillway,,Okatibbee Reservoir Spillway,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-jackson/,MDWFP - Lake Jackson,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/charlie-capps-wma-lake/,MDWFP - Charlie Capps WMA Lake,,Charlie Capps Wildlife Management Area Lake,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/moon-lake/,MDWFP - Moon Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/wall-doxey-state-park/,MDWFP - Wall Doxey State Park,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-patsy/,MDWFP - Lake Patsy,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/grenada-lake/,MDWFP - Grenada Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-bill-waller/,MDWFP - Lake Bill Waller,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-mary-crawford/,MDWFP - Lake Mary Crawford,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/ross-barnett-reservoir/,MDWFP - Ross Barnett Reservoir,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/bay-springs-and-the-tenn-tom-waterway-canal-lakes/,MDWFP - Bay Springs and the Tenn-Tom Waterway Canal Lakes,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/leroy-percy-state-park/,MDWFP - Leroy Percy State Park,,Leroy Percy State Park Lake,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/prentiss-walker-lake/,MDWFP - Prentiss Walker Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/enid-lake/,MDWFP - Enid Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/trace-state-park-lake/,MDWFP - Trace State Park Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/calling-panther-lake/,MDWFP - Calling Panther Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/bear-pen-park-lake/,MDWFP - Bear Pen Park Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-walthall/,MDWFP - Lake Walthall,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-lowndes-state-park/,MDWFP - Lake Lowndes State Park,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-bogue-homa/,MDWFP - Lake Bogue Homa,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-lamar-bruce/,MDWFP - Lake Lamar Bruce,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/arkabutla-lake/,MDWFP - Arkabutla Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/paul-b-johnson-state-park/,MDWFP - Paul B Johnson State Park,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/grenada-lake-north-abutment-lake/,MDWFP - Grenada Lake North Abutment Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/neshoba-county-lake/,MDWFP - Neshoba County Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/willow-lake/,MDWFP - Willow Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-mike-conner/,MDWFP - Lake Mike Conner,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-dockery/,MDWFP - Lake Dockery,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/pascagoula-river/,MDWFP - Pascagoula River,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/sardis-lake/,MDWFP - Sardis Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/davis-lake/,MDWFP - Davis Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/simpson-county-lake/,MDWFP - Simpson County Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/duncan-lake/,MDWFP - Duncan Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/aberdeen-lake/,MDWFP - Aberdeen Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/ballard-park-lake/,MDWFP - Ballard Park Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-perry/,MDWFP - Lake Perry,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/natchez-state-park/,MDWFP - Natchez State Park,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/mcmillan-park-pond/,MDWFP - McMillan Park Pond,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-washington/,MDWFP - Lake Washington,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-tom-bailey/,MDWFP - Lake Tom Bailey,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-columbia/,MDWFP - Lake Columbia,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-jeff-davis/,MDWFP - Lake Jeff Davis,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/recon-lake/,MDWFP - ReCon Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/columbus-lake/,MDWFP - Columbus Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/aliceville-lake/,MDWFP - Aliceville Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/wolf-broad-lake/,MDWFP - Wolf-Broad Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/mcalpine-lake/,MDWFP - McAlpine Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/popular-springs-lake/,MDWFP - Popular Springs Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-okhissa/,MDWFP - Lake Okhissa,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/pickwick-lake/,MDWFP - Pickwick Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/coahoma-county-lake/,MDWFP - Coahoma County Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/whitehead-lake/,MDWFP - Whitehead Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/forrest-county-lake/,MDWFP - Forrest County Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/lake-monroe/,MDWFP - Lake Monroe,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/chateau-lake/,MDWFP - Chateau Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/kemper-county-lake/,MDWFP - Kemper County Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/bluff-lake-spillway/,MDWFP - Bluff Lake spillway,,Bluff Lake Spillway,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/percy-quin-state-park/,MDWFP - Percy Quin State Park,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/tombigbee-state-park-lake/,MDWFP - Tombigbee State Park Lake,,,,,
https://www.mdwfp.com/fishing-boating/public-water-body-regulations/olive-branch-city-park-ponds/,MDWFP - Olive Branch City Park Ponds,,,,,
https://www.mdwfp.com/fishing-boating/state-fishing-lakes/,MDWFP - State Fishing Lakes,,,,,
https://www.mdwfp.com/fishing-boating/state-fishing-lakes/lake-claude-bennett/,MDWFP - Lake Claude Bennett,,,,,
https://www.mdwfp.com/fishing-boating/state-fishing-lakes/lake-mary-crawford/,MDWFP - Lake Mary Crawford,,,,,
https://www.mdwfp.com/fishing-boating/state-fishing-lakes/lake-mike-conner/,MDWFP - Lake Mike Conner,,,,,
https://www.mdwfp.com/fishing-boating/state-fishing-lakes/lake-lamar-bruce/,MDWFP - Lake Lamar Bruce,,,,,
